ORDER,VIN
,WP1AA2AY1RDA02572
,WP1AA2A56RLB03683
,WP1AG2A5XRLB36877
,WP1AA2A56RLB05112
,WP1AA2A58RLB05631
,WP1AA2A50RLB04800
,WP1AG2A52RLB37019
,WP0AA2Y10RSA12289
,WP0AA2Y10PSA14038
,WP0AA2Y16PSA14612
,WP0AA2Y18PSA14708
,WP1AG2A56RLB35242
,WP1AA2A57RLB09041
,WP1AA2A58RLB08920
,WP1AA2A52RLB10131
,WP0AA2Y17RSA10099
,WP0CC2A83PS222079
,WP1AA2AY1PDA07154
,WP1BF2AY8NDA58038
,WP0AB2A95LS226745
,WP0BA2A91RS228086
,WP0BB2A93RS233674
,WP0AE2A82RK274663
,WP1AF2A56NLB31690
,WP1AG2A54MLB54090
,WP1AA2AY8MDA07146
,WP1AF2A50PLB58158
,WP0CA2A86MS210591
,WP0AB2A82FK181100
,WP0CD2A86NS228078
,WP1AF2A54NLB31834
,WP1AG2AY0NDA38665
,WP0AA2A93RS207011
,WP0CB2A85KS228817
,WP0CB2A88LS225153
,WP1AB2A52KLB34111
,WP0CB2A95FS155222
,WP1AA2AY5MDA08884
,WP1AG2A59MLB51699
,WP0AC2A83NS275384
,WP0AD2A96NS255118
,WP1AA2A55PLB08824
,WP1AA2A59PLB10639
,WP1AA2AY9NDA01261
,WP1AA2A57JLB20917
,WP0AE2A88RS274134
,ZPBUC3ZLXPLA26033
,W1NYC7HJXNX441528
,JN1BZ4BH5PM310398
,5UX23EM07P9P96371
,1FTFW1RGXPFD12235
,1C6SRFU99NN321210
,SALGV2SE3LA403840
,JF2GTHMC2NH284170
,1G1YC3D47P5503510
,SALRT4EU9N2459064
,W1KZF8EB8PB188897
,1C4SDJCT8PC618541
,SAJDD5EE8PCK79618
,4JGFB5KB1LA123770
,3MF13DM01R8E15616
,4JGFB5KB3LA245577
,WUANWAF54NA900465
,SALGS2RU9NA465459
,SALK1BE7XPA048710
,1G1YC3D44N5105281
,W1K6G7GB5MA024614
,WBS4S9C51GK578719
,WBS63AY09RFR62277
,WDDWJ8HB7JF660729
,1G1YF3D34P5605054
,KM8R7DGE5RU731651
,7PDSGABA9PN006336
,
40077,WP1BF2AY5MDA51062
,WP0CD2A97NS260546
,WAUS2AF25KN084482
,
40108,WP0AA2A89RK255992
,WP1AA2A58RLB21571
,WP0AA2Y11SSA09049
,WP1BG2AY3MDA49680
,WP0AC2A98PS270712
,KMUMADTB5NU059321
,
40193,WP1BL2AY0RDA62566
,WP0AA2Y11SSA09049
,WP0AE2A75JL128277
,WP1AA2AY0MDA03513
,WP1BL2AYXRDA60209
,WP0AA2A86RK255089
,WP1AA2A50RLB05221
,WP1AA2A50RLB05249
,WP1AA2A52RLB05219
,WP0AA2Y10RSA12289
,WP1AA2A5XRLB07753
,WP1AA2A57JLB20917
,WP1BK2AY6RDA72781
,
40235,WP0AA2YA0RL007004
,WP1AG2A55RLB41176
,WP1AA2A58RLB21537
,WP0AB2A80RK264481
,WP1AA2AY0RDA14034
,WP1AM2AY8RDA48259
,WP0AA2Y12SSA09772
,WP0AE2A73LL132797
,WP1AA2AY0MDA03513
,WP1AA2A58NLB08328
,WP0AB2A93RS218524
,WP1AG2A58RLB37512
,WP0AD2A99NS255274
,
40264,WP0AA2A9XRS210200
,WP0AD2A85NS268160
,WP0AC2A8XPS275465
,WP1AG2A59PLB41159
,WP1AA2A50RLB04800
,WP1AA2AY6RDA05841
,WP1AA2A5XRLB07753
,WP1AG2A59MLB51699
,WP1BA2AY3NDA49469
,WP0CA2A83DS113302
,WP0AB2A90JS123469
,WP1AF2A52RLB55295
,WP0CD2A89RK228047
,4JGFB5KB3LA245577
,
40376,WP1AA2A57RLB19892
,WP1AA2AY3RDA14223
,WP0CD2A84RK228778
,WP0AC2Y13SSA55248
,WP0AA2Y1XSSA09437
,WP0AB2A90KS115633
,WP1AA2AY4MDA09363
,WP1AA2A50RLB05249
,WP1AB2A52KLB34111
,WP1AA2AY9NDA01261
,WP1AE2AY4PDA12255
,WP0BA2A91NS226140
,WP0AB2A93RS219995
,
40428,WP1AM2AYXRDA48201
,WP1BA2AY3RDA55181
,WP1BK2AY8RDA73513
,WP1AA2A59RLB19912
,WP1AA2AY5RDA02543
,WP0AA2A86RK255089
,WP0AB2A82PS268058
,WP0AC2A80LS289336
,WP1AG2A55MLB50873
,WP0AF2A93GS192900
,WP0CC2A85MS240353
,4JGFD6BBXMA506608
,WBA73BJ0XMWW91473
,WDDWK4KB4HF441963
,
40467,WP1AE2AY1RDA29680
,WP1BL2AY9RDA62372
,WP1AA2AY5RDA13610
,WP1AA2A56RLB20659
,WP1BA2AY5RDA56090
,WP0AA2Y18SSA08450
,WP1AA2A5XSLB00307
,WP1AA2A5XSLB00310
,WP1BF2AY7LDA65091
,WP1AA2A52RLB11084
,WP1AF2A57FLB98106
,WP1AF2A57PLB55628
,WP0AD2A92PS257600
,WBA73BJ0XMWW91473
,
40569,WP1AA2AY0RDA13501
,WP0AA2Y19SSA08120
,WP1AA2A59SLB00623
,WP1AA2A5XSLB00744
,WP0CB2A81JS228635
,WP0AD2A85NS268160
,WP1AA2A52RLB04801
,WP0AA2A94RS208409
,WP0AA2A99PS205275
,WP0AJ2A74ML121272
,4JGFD6BBXMA506608
,WDDZF6BBXLA722135
,JTHAP1D23P5002614
,
40611,WP0AA2YAXRL006216
,WP1BA2AY1RDA55180
,WP1AA2AY5RDA13218
,WP1AA2AY2RDA13645
,WP1AA2A50SLB00302
,WP1AA2A52SLB01113
,WP1AA2AY1RDA02572
,WP1AA2A54RLB05819
,WP1AA2A51RLB08919
,WP1AA2A52RLB09724
,WP0AB2A93RS219995
,WP0AD2A82NS268536
,WP1AG2A5XMLB53767
,4JGFF5KE0LA057503
,SALWR2RE3KA866288
,5YMJU0C01P9P60407
,SALEP7EUXP2135354
,
40670,WP0AA2Y12RSA11225
,WP1BA2AY1RDA55437
,WP1BK2AY9RDA73522
,WP1AG2A58RLB41270
,WP1BA2AY7RDA55667
,WP1BK2AY6RDA73543
,WP1AA2AY7RDA13835
,WP1AA2A55SLB01333
,WP1BA2AY8RDA50154
,WP1AA2A54RLB04038
,WP0AA2Y18PSA14708
,WP0AA2A71LL101110
,WP0CD2A97NS260546
,WP0AD2A8XMS281632
,WP1AA2A51PLB01191
,WP0AC2Y17MSA62657
,1C4GJXAN6MW709100
,WA1FVAF19LD014116
,WBX57DP0XNN176694
,
40706,WP1BM2AYXRDA71207
,WP1AA2A54RLB11524
,WP0AA2A94PS206298
,WP0AB2A84KS278308
,SALEWEEE0R2245672
,
40767,WP1BL2AY5RDA62658
,WP1BA2AY7RDA55734
,WP0AF2A92KS164630
,WP0AC2Y14NSA54307
,WP0AD2Y14NSA59729
,WP0AD2A93PS258223
,WP1AA2A54RLB05819
,WP1AA2A53PLB21586
,WP0CA29932S655140
,WP0AB2A9XRS220755
,WP0AB2A98GS122367
,4JGFB5KB3LA245577
,WA1VXAF79MD028903
,JHMAP11461T004799
,
40808,WP1AA2A5XSLB00307
,WP1AA2A52SLB01371
,WP1AA2A52SLB01399
,WP1AA2AY0SDA00270
,WP1AA2AY4SDA00269
,WP1AE2AY8LDA22314
,WP1AA2A56MLB17592
,WP1BB2AY2PDA30069
,WP0AB2A82PS268058
,WP1AA2A57RLB00159
,WP0BB2A96PS233987
,WP0AB2A92NS220307
,
40877,WP1BA2AY3RDA55181
,WP1BA2AY1RDA55437
,WP1BA2AY7RDA55734
,WP0AB2A91RS279855
,WP1AA2AY8SDA00131
,WP0AB2A78JL135314
,WP1AA2AY7MDA01466
,WP0CC2A83NS235203
,WP1AA2A51PLB01191
,WP1AA2A58RLB07752
,WP0AB2A99RS220164
,WP0AE2A82RK274663
,WP0AB29902S687127
,WP0CD2A94RS257545
,WP0CD2A95HS178450
,3C4NJDDB5NT204552
,1FMEE5DP7PLA85533
,
40928,WP1AA2XA1RL000298
,WP1AC2XA5RL200188
,WP1BL2AY9RDA62372
,WP1AA2XA6RL002211
,WP0AA2Y16SSA08513
,WP1AA2A53SLB01766
,WP0AA2YA4SL001180
,WP1AA2A51SLB01846
,WP1AA2A54SLB01873
,WP1BF2AY7LDA65091
,WP1AA2A5XRLB08921
,WP1AA2AY1NDA05398
,WP1AG2A5XPLB36200
,WP1AA2AY9NDA04838
,WP0CB2A95NS244156
,WP0AB2A85JS278428
,SCFEKBDL7DGC17210
,
40982,WP1AA2XA9RL002123
,WP0CA2A84RK206188
,WP0AA2YA4SL001180
,WP1AF2A57MLB60114
,WP1AG2A5XNLB24125
,WP1AL2AYXRDA33703
,WP1AA2AY1NDA05398
,WP1AG2A5XPLB36200
,WP1AA2AY9NDA04838
,WP1BK2AY8PDA39004
,WP0AD2Y18NSA59684
,WP0AF2A91KS164554
,WP0CD2A95HS178450
,WP0AA2A92KS103079
,ZARBAAB49FM167251
,
41039,WP1BL2AY0RDA62468
,WP0AA2A88RK255384
,WP1AF2A5XNLB30445
,WP0AA2A94PS205975
,WP1AG2AY7NDA38565
,WAUBHBFW0N7904483
,1G1Y72D48L5114075
,W1NYC7HJ0MX421853
,1GNSKPKD7PR406592
,
41099,WP1AA2XA9RL002123
,WP0AA2YA3SL002207
,WP0AA2YA2SL002294
,WP1AA2AY6RDA04026
,WP1AA2A58RLB09470
,WP1AL2AY4RDA34278
,WP1AA2A5XRLB08921
,WP1AA2AY9RDA08958
,WP0AA2Y19SSA08053
,WP1AA2A52RLB18102
,WP0AB2A85JS278428
,WP0AC2A95KS149483
,WP0AA2A80RK255475
,WP0AF2A91KS164554
,WP0AB2A90KS115034
,WP1AA2AYXNDA05321
,W1K6G7GB5MA024614
,WBAJE7C5XKWD55814
,7G2CEHEEXRA005779
,5UX43DT03P9N70235
,WBAHF9C02NWX73443
,
41145,WP1AA2XA4RL000067
,WP1BA2AY1RDA55180
,WP1AA2XA0RL002639
,WP0AA2YA4SL002295
,WP0CB2A8XJS228259
,WP0AC2A83LK289721
,WP1AA2A53NLB08611
,WP1AG2A58NLB24737
,WP1AG2A58MLB53010
,WBS33BA04RCN67041
,W1NYC6BJ4RX513770
,
41178,WP1AA2XA9RL000839
,WP1BM2AYXRDA71207
,WP0CB2A92RS246386
,WP1BA2AY3SDA29380
,WP0AA2YA2SL002294
,WP1AA2A50SLB02549
,WP1AG2A58SLB40609
,WP1AF2AY3MDA36247
,WP0AB2A92NS220307
,WP0AJ2A76NL100912
,WP1BA2AY5RDA51374
,WP1AA2A5XRLB07753
,WP1AA2AY5RDA10321
,WP1AF2A55NLB31373
,
41214,WP1BA2AY1RDA55180
,WP1BG2AY6MDA49947
,WP0AD2A85PS271403
,WP0AD2A89MS281640
,WBA23EH03PCN26579
,1G1YB2D40P5124409
,
41257,WP0AB2Y1XRSA36421
,WP1AA2XA3RL000075
,WP0AB2Y18SSA40103
,WP1AA2AY0NDA00533
,WP1AA2A58PLB11264
,WP0AG2A78PL135291
,WP0AA2A88RK255384
,WP0CB29968S775469
,WP0AB2A85JS278428
,WP1AE2AY7LDA22059
,WP1AF2A57PLB55127
,WP0AD2A89MS281685
,WBAKP9C55EDZ35186
,WU1ARBF16RD015875
,
41297,WP1AA2XA7RL000421
,WP1BE2AY8SDA37091
,WP1AA2A55MLB11055
,WP0CD2A9XMS263214
,
41343,WP1AC2XA3RL200125
,WP1AA2XA7RL000421
,WP1AA2A50SLB02423
,WP0AA2A93SS206527
,WP1AA2A52SLB02908
,WP1AA2A53SLB02934
,WP1AA2A54SLB02909
,WP1AA2A54SLB02912
,WP0AA2A98SS206992
,WP1AA2A58SLB03254
,WP1BE2AY8SDA37091
,WP1AG2AY3MDA33118
,WP1AA2A51MLB16334
,WP1AG2A5XNLB24125
,WP1AF2A5XNLB30445
,WP0AB2A90KS115034
,WP0CD2A9XMS263214
,WP1AA2AY6MDA01703
,WP0AD2A81NS268382
,WP0AA2A92RS207176
,4JGFD6BB2RB216266
,
41387,WP1AC2XA0RL200129
,WP1AA2A54SLB03140
,WP1AA2A5XSLB03255
,WP1AA2A53SLB03338
,WP0AJ2A76NL100912
,WP1AA2A54RLB08736
,WP0CB2A93HS154234
,W1N4N4HB0PJ417793
,4JGFF5KE0MA536294
,
41498,WP1AA2XA0RL001149
,WP1AA2AY0SDA00270
,WP1BG2AY0SDA43168
,WP1AA2A5XSLB03997
,WP1AL2AY2RDA34408
,WP0CB2A93HS154234
,WP0AJ2A70PL100651
,WP1AG2AY2PDA18212
,WP0AA2A9XRS209497
,WP0BB2A95RS233353
,1FA6P8CF3P5300302
,
41537,WP1AA2XA0RL002639
,WP0AB2Y12SSA40601
,WP0AA2YA2SL002294
,WP1AA2A53SLB03257
,WP0AD2A91JS156653
,WP1BF2AY7LDA65091
,WP0AD2A99NS254724
,WP0AB2A82PS268058
,WP1AA2AY6RDA04026
,WP0AE2A82RK274663
,WP0AF2A91RS273669
,WP1AA2AY6PDA08901
,WP1AG2AY7PDA18013
,WP0AA2A9XRS208169
,WP0AC2A98NS270920
,WP0AG2A78PL135338
,WP0CA2A90ES140886
,WP0CD2A99RS257847
,WBSAE0C00NCH19798
,5UX83DP04R9V60246
,WAU2FAFCXHN067411
,1FA6P8JZ8L5550271
,5TFJA5DB8RX158147
,WBSAE0C00RCR41874
,
41641,WP1AA2XA8RL003277
,WP1AA2AY0SDA00270
,WP1BA2AY3SDA29783
,WP1AA2A5XSLB03255
,WP1BA2AY2SDA29810
,WP1AE2AY1SDA16398
,WP1AG2A55SLB40745
,WP1AA2A54SLB04059
,WP1AA2AY8SDA01120
,WP1AA2AY9SDA01157
,WP0BB2A95RS233353
,WP1AL2AY2RDA34408
,WP1AA2A53RLB09733
,WP0AA2A92RS209509
,WP0CA2A97RS238156
,WP0CB2A93HS154234
,WP0AJ2A70PL100651
,WP1AG2AY2PDA18212
,WP0AG2A77KL140247
,WP0AG2A78ML147761
,WP1AL2AY5RDA32393
,WBAKP9C55EDZ35186
,1FA6P8CF3P5300302
,2T2JZMDA8NC335049
,
41687,WP0AA2A97SS206966
,WP0AA2Y1XSSA11026
,WP0AA2Y14SSA11085
,WP1AG2AY7SDA24788
,WP0AA2A81KS260187
,WP1AA2AY0LDA10203
,WP1BA2AY8RDA50154
,WP0AA2A88RK255384
,WP1AA2A50RLB08295
,WP1AA2A51RLB10539
,WP0AA2YA6RL000610
,WP1AA2AY2RDA08316
,WP0AG2A78PL135291
,WP0AD2A89MS281685
,WP0CA2A88NS205636
,WP0AB2Y11MSA45100
,WP0CE2A84RK240166
,JTJBM7FX4J5198867
,WDDYJ7HA6KA023243
,
41746,WP1AA2XAXRL001935
,WP0AA2A86SK255065
,WP0CA2A87SK212072
,WP0CA2A89SK212073
,WP0AA2A89SK255075
,WP0AB2A82SK261118
,WP1AA2AY0SDA01192
,WP1AA2A51RLB08354
,WP1BK2AY6RDA72604
,WP0AA2A93KS103270
,WP0AK2A7XPL132116
,WP1AB2A56MLB36916
,WP1AL2AY5RDA32393
,WP0AB2A9XRS221727
,WA1AAAFY8M2064361
,1FMEE0RR9RLA02085
,
41800,WP0AE2YA3SL045109
,WP0AA2A99SS206970
,WP0AA2A96SS206196
,WP0AC2YAXSL060292
,WP1BK2AY5SDA49109
,WP1AA2AY2SDA01257
,WP1BG2AY0SDA43820
,WP1AG2AY1SDA24754
,WP1AA2AY4SDA01308
,WP1AL2AY5SDA19195
,WP1AA2AY1SDA01394
,WP1AG2A51SLB40693
,WP1AA2A50SLB04317
,WP1BG2AY1SDA43566
,WP1AM2AY6SDA27111
,WP1BG2AY9SDA43492
,WP1AG2A50SLB41060
,WP1AE2AY8LDA22863
,WP0CB2A99MS248970
,WP0CA2A97NS236501
,WP1AE2AY5PDA13074
,WP1AA2A51RLB09729
,WP1AA2AY9RDA05882
,WP1AA2AY6RDA10392
,WP0AB2Y13MSA42635
,WP0CB2A82FS140118
,WP0CB2A89NS221261
,WP0BB2A90MS235066
,WP1BK2AYXRDA72962
,WP1BK2AY6RDA72103
,WP0AA2Y1XMSA15483
,WP1AA2A54PLB20348
,WP0AE2A79LL132917
,WP0CA2A87RK205665
,WP0CD2A91RS257681
,WP1AF2A56NLB30295
,5UXKU2C52J0X49916
,5UX33EM0XR9S17042
,WBS1J5C53JVD36196
,5YJYGDEE5MF070398
,5TFLA5DB8NX016089
,5YMJU0C0XM9H46861
,5J8TC1H58KL016363
,7PDSGABL5PN007582
,1FTEW1E80PFB43241
,SJAAT2ZV8PC019783
,WBS43AY09RFR99773
,SADCZ2EE2NA700143
,W1K6G6DB7PA196095
,4JGFB4KB1NA784664
,WUAPCBF22PN900733
,4JGFB6BB1RB000205
,SCFRMFAW3PGL11684
,W1KWK8DB2NG114455
,SAL1L9FU8RA190642
,ZN661YUS3MX359677
,W1NYC7HJ4NX436910
,
41900,WP1AG2AY3SDA24271
,WP0AA2YA4SL003625
,WP0AA2A97SS206997
,WP1AA2A55SLB04541
,WP0AB2Y1XSSA42192
,WP0CA2A81SK212276
,WP0AD2A95KS140196
,WP0AB2A96LS229055
,WP0CA2A89LS210275
,WP1AF2A52NLB31699
,WP1AG2A57PLB37787
,WP0AB2A93RS219656
,WP1AA2AY3RDA06980
,WP1AA2AY4LDA06056
,WP0AA2A91RS208271
,WP0AF2A76NL140067
,WP1AA2A54NLB07760
,WP1AF2A50PLB55471
,WP1AF2A59NLB31568
,WP1AG2A51PLB37431
,WP1AL2AY3RDA32070
,WP0AB2A95HS123896
,SCA665C58FUX85597
,WVWAB7CD5PW179200
,WA1AWBF72SD002065
,WA1VAAF72JD039173
,5UX33EU0XR9U92894
,
BASELINE,WP1AA2XA3RL000075
,WP1AE2AY7RDA29215
,WP1AC2XA3RL200125
,WP1AC2XA0RL200129
,WP1AA2XA7RL000421
,WP1AC2XA5RL200188
,WP1AA2XA9RL000839
,WP1BL2AY0RDA62468
,WP1BA2AY7RDA55734
,WP0CB2A92RS246386
,WP1AA2XAXRL001935
,WP1AA2XA9RL002123
,WP0CA2A84RK206188
,WP1AA2XA6RL002211
,WP1AA2XA0RL002639
,WP1AA2XA8RL003277
,WP1AA2XA0RL003273
,WP1AA2XAXRL003331
,WP1AA2XA8RL003179
,WP1AA2XA1RL002875
,WP0AA2Y18SSA08450
,WP0AA2Y19SSA08120
,WP0AB2Y18SSA40103
,WP0AB2Y12SSA40601
,WP0AE2YA3SL045109
,WP1AA2A5XSLB00307
,WP0AA2Y12SSA09772
,WP1AA2A52SLB01371
,WP1AA2AY8SDA00131
,WP1AA2AY0SDA00270
,WP1AA2A53SLB01766
,WP0AA2YA4SL001180
,WP1AA2A51SLB01846
,WP1AG2AY3SDA24271
,WP1BA2AY3SDA29380
,WP0AA2YA2SL002294
,WP0AA2A86SK255065
,WP0AA2A97SS206966
,WP0AA2A99SS206970
,WP1AA2A52SLB02908
,WP1AA2A53SLB02934
,WP0AA2A98SS206992
,WP0AA2A96SS206196
,WP0CA2A87SK212072
,WP1AA2A54SLB03140
,WP1BA2AY3SDA29783
,WP1AA2A53SLB03338
,WP0AC2YAXSL060292
,WP1BA2AY2SDA29810
,WP1AL2AYXSDA19337
,WP1BK2AY5SDA49109
,WP0AA2YA4SL003625
,WP1AA2A5XSLB03997
,WP1AE2AY1SDA16398
,WP1AG2A55SLB40745
,WP0AA2Y1XSSA11026
,WP1AA2A53SLB03257
,WP1AA2A54SLB04059
,WP0CA2A89SK212073
,WP1AA2AY8SDA01120
,WP0AA2A89SK255075
,WP0AA2Y14SSA11085
,WP1AA2AY2SDA01257
,WP1AA2AY9SDA01157
,WP1BG2AY0SDA43820
,WP1AG2AY1SDA24754
,WP1AA2AY4SDA01308
,WP1AL2AY5SDA19195
,WP1AA2AY1SDA01394
,WP1AA2AY0SDA01192
,WP1AG2A51SLB40693
,WP0AA2A97SS206997
,WP1AA2A50SLB04317
,WP1BG2AY1SDA43566
,WP1AM2AY6SDA27111
,WP1AG2AY2SDA24617
,WP1AL2AY8SDA19398
,WP1BG2AY9SDA43492
,WP1AA2A55SLB04541
,WP1AG2A50SLB41060
,WP1AA2XA8SL000207
,WP1BN2AY8SDA41156
,WP0AB2Y1XSSA42192
,WP1AA2A55SLB04734
,WP0AE2YA0SL046069
,WP1AA2A55SLB04796
,WP1AA2A59SLB04798
,WP1AB2XA9SL150176
,WP0CA2A81SK212276
,WP1AA2XA3SL000258
,WP1BE2AY1SDA37238
,WP1BE2AY1SDA37241
,WP1AN2AY0SDA22256
,WP0AA2A88SK255410
,WP1AD2XA2SL075332
,WP0AB2A83SK261256
,WP0CA2A91SS235551
,WP1AB2XAXSL150476
,WP1AA2A52SLB05355
,WP1AA2A54SLB05356
,WP1BG2AY4SDA44128
,WP0AA2YA4SL005178
,WP0AA2A88SK255391
,WP0AA2YA2SL005177
,WP0AE2YA2SL046204
,WP0AA2YA0SL005260
,WP1AA2A59SLB05630
,WP1AA2AY4SDA02488
,WP1AA2AYXSDA02575
,WP1AB2XAXSL150817
,WP0AA2Y17SSA11548
,WP1AA2A53SLB05669
,WP1AA2AY3SDA02420
,WP1AE2AY8SDA16673
,WP0AE2YA6SL046254
,WP1AB2XA8SL150816
,WP1AA2AY3SDA02725
,WP1AE2AY7SDA16714
,WP0AA2Y19SSA11616
,WP0CB2A83SK226354
,WP1AA2AY5SDA02709
,WP0AA2YA7SL005742
,WP1AG2A59SLB41350
,WP0AA2A80SK255417
,WP0CA2A84SK212398
,WP1AA2AY8SDA03157
,WP0CA2A86SK212399
,WP1BA2AY7SDA30869
,WP0CB2A89SK226360
,WP1AA2AY9SDA03149
,WP1AG2A57SLB41444
,WP0AG2YA0SL070219
,WP0CA2A96SS236114
,WP1AD2XA6SL075706
,WP1AA2AY5SDA03200
,WP0AA2Y15SSA09698
,WP1AA2A5XSLB06527
,WP0AB29902S687127
,WP0CB2A8XJS228259
,WP0AD2A95KS140196
,WP0AB2A96LS229055
,WP1AE2AY8LDA22863
,WP1AG2AY3MDA33118
,WP0CA2A89LS210275
,WP0CA2A86MS210591
,WP0AD2A89MS281640
,WP0CB2A99MS248970
,WP1AA2A51MLB16334
,WP0AB2A92NS220307
,WP1AA2AY0NDA00533
,WP0AD2A99NS254724
,WP0CA2A97NS236501
,WP0AJ2A76NL100912
,WP1AG2AY7NDA38565
,WP1AA2A53NLB08611
,WP1AF2A52NLB31699
,WP1AG2A5XPLB36200
,WP1AG2A57PLB37787
,WP0AB2A82PS268058
,WP1AE2AY5PDA13074
,WP1AA2AY6RDA04026
,WP1BA2AY5RDA51374
,WP1AA2A50RLB04800
,WP0BB2A95RS233353
,WP1AA2A5XRLB07753
,WP0AA2A88RK255384
,WP1AA2A52RLB10131
,WP1AA2A50RLB08295
,WP1AA2A51RLB08354
,WP0CB29968S775469
,WP1AA2A51RLB10539
,WP1AA2A51RLB09729
,WP0AB2A93RS219656
,WP1AA2A54RLB11524
,WP0CD2A91RS257681
,WP1AA2AY9RDA05882
,WP0AA2YA6RL000610
,WP1AA2AY5RDA10321
,WP0CA2A87RK205665
,WP1AA2AY3RDA06980
,WP1AA2AY6RDA10392
,WP0AA2A92RS209509
,WP0CD2A99RS257847
,WP0AE2A82RK274663
,WP0AF2A91RS273669
,WP0AA2A94PS206298
,WP1BK2AY8PDA39004
,WP0AA2A80RK255475
,WP0AA2Y19SSA08053
,WP0CA2A97RS238156
,WP1AA2AYXNDA05321
,WP0AG2A78PL135291
,WP0CB2A93HS154234
,WP0AB2Y13MSA42635
,WP0AD2A81NS268382
,WP0AD2A89MS281685
,WP1AG2AY7PDA18013
,WP0AC2A98NS270920
,WP1AG2AY2PDA18212
,WP1BK2AY6RDA72604
,WP0AG2A78PL135338
,WP0AG2A77KL140247
,WP0CA2A90ES140886
,WP0AA2A93KS103270
,WP0CA2A88NS205636
,WP1AB2A56MLB36916
,WP0CB2A82FS140118
,WP1AL2AY5RDA32393
,WP0CB2A89NS221261
,WP0BB2A90MS235066
,WP1BK2AYXRDA72962
,WP0AB2A9XRS221727
,WP1BK2AY6RDA72103
,WP0AA2Y1XMSA15483
,WP1AA2A54PLB20348
,WP0AE2A79LL132917
,WP1AF2A56NLB30295
,WP1AA2AY4LDA06056
,WP0AA2A91RS208271
,WP0AF2A76NL140067
,WP1AA2A54NLB07760
,WP1AF2A50PLB55471
,WP1AF2A59NLB31568
